,ID,Reached_3w,Reached_3m,Tenure_In_Months,Date_Joined,FUA_Balance,Number_Of_Services,Has_Payroll,Income,Has_Investment,Has_Visa,VISA_balance,Has_mortgage,Has_Deposit,Number_Transactions,Age,City,Unnamed: 17
3046,4349158,0,0,3,8/12/2020,566.69,2,1,,0,1,0,0,1,51,32,VANCOUVER                                                                                           ,
3047,4350436,0,0,3,8/13/2020,1664.23,2,1,,0,1,262.0855109,0,1,1,41,LANGLEY                                                                                             ,
3048,4353536,1,0,3,4/7/2020,425520.1188,1,0,,0,0,0,1,1,0,39,VANCOUVER                                                                                           ,
3049,4354760,0,0,3,12/11/2020,635461.38,3,0,,0,1,0,0,1,2,37,ABBOTSFORD                                                                                          ,
3050,4355961,0,0,3,11/6/2020,514.9,2,1,,0,1,0,0,1,42,63,NEW WESTMINSTER                                                                                     ,
3051,4356378,0,0,3,3/28/2020,1329.63,2,1,,0,1,0,0,1,42,55,SQUAMISH                                                                                            ,
3052,4356748,1,1,3,6/22/2020,549.01,2,1,,0,1,0,0,1,47,77,VANCOUVER                                                                                           ,
3053,4358826,0,0,3,12/22/2020,282264.97,3,0,,0,1,0,0,1,2,45,SURREY                                                                                              ,
3054,4359407,0,0,3,9/2/2020,54.1,1,1,,0,1,0,0,1,0,66,NEW WESTMINSTER                                                                                     ,
3055,4360710,0,0,3,1/15/2021,397531.72,4,1,,0,1,0,0,1,2,75,VICTORIA                                                                                            ,
3056,4362421,0,0,3,4/20/2020,816018.1072,1,1,,1,1,1467.967543,1,1,19,54,COQUITLAM                                                                                           ,
3057,4363181,0,1,3,7/10/2020,761.47,3,1,,0,1,1330.047966,0,1,13,40,VANCOUVER                                                                                           ,
3058,4363486,0,1,3,8/27/2020,16263.45,1,0,,0,0,0,0,1,175,50,SURREY                                                                                              ,
3059,4364017,1,0,3,12/8/2020,69695.94,2,0,,0,1,0,0,1,6,33,RICHMOND                                                                                            ,
3060,4365808,0,0,3,6/11/2020,484621.411,1,0,,0,1,0,1,1,0,32,BURNABY                                                                                             ,
3061,4366218,0,0,3,12/16/2020,534823.72,2,0,,1,1,699.9811842,0,1,2,69,SURREY                                                                                              ,
3062,4370122,0,0,3,3/26/2020,501222.35,4,0,,0,1,1041.977888,1,1,10,30,VANCOUVER                                                                                           ,
3063,4371072,0,1,3,7/11/2020,5103.71,3,1,,1,1,666.2002298,0,1,8,28,COQUITLAM                                                                                           ,
3064,4371582,0,0,3,8/18/2020,184.39,1,0,,0,1,0,0,1,46,72,VANCOUVER                                                                                           ,
3065,4371780,0,0,3,1/16/2021,447.78,1,1,,1,1,964.3965718,0,1,16,47,COQUITLAM                                                                                           ,
3066,4372499,0,0,3,4/11/2020,1615.87,1,1,,1,0,0,0,1,12,53,NEW WESTMINSTER                                                                                     ,
3067,4372817,1,0,3,3/21/2020,468112.24,4,1,,0,0,0,0,1,2,62,VANCOUVER                                                                                           ,
3068,4373572,0,0,3,5/15/2020,524525.75,3,1,,0,1,2419.47437,1,1,0,81,VANCOUVER                                                                                           ,
3069,4373732,0,1,3,6/22/2020,1473.58,1,0,270627.6367,0,1,2119.984716,0,1,16,39,BURNABY                                                                                             ,
3070,4374089,0,0,3,5/4/2020,220017.31,3,0,,0,0,0,0,1,0,40,VANCOUVER                                                                                           ,
3071,4376902,0,0,3,9/8/2020,8052.36,1,0,,0,1,846.1403428,0,1,7,50,MAPLE RIDGE                                                                                         ,
3072,4379232,0,0,3,12/5/2020,862.98,1,0,,1,1,448.1615761,0,1,0,42,VANCOUVER                                                                                           ,
3073,4380685,0,0,3,7/4/2020,4747.3,1,1,,0,0,0,0,1,0,52,BURNABY                                                                                             ,
3074,4381134,0,0,3,1/11/2021,1635.19,1,0,,0,0,0,0,1,3,61,NORTH VANCOUVER                                                                                     ,
3075,4387452,0,1,3,5/17/2020,454718.7887,1,1,,1,1,8.116549738,1,1,0,58,MISSION                                                                                             ,
3076,4388011,0,1,3,8/22/2020,1897.47,2,1,,0,1,0,0,1,1,70,PORT COQUITLAM                                                                                      ,
3077,4388198,0,0,3,5/13/2020,459116.8628,1,1,,1,1,0,1,1,98,44,VANCOUVER                                                                                           ,
3078,4394106,1,0,3,3/27/2020,705998.6966,2,1,,1,0,0,1,1,30,38,SURREY                                                                                              ,
3079,4395556,0,0,3,4/30/2020,462719.5915,2,1,,0,1,1350.816071,1,1,13,68,LANGLEY                                                                                             ,
3080,4396284,0,0,3,5/22/2020,482695.0304,1,1,221555.2309,1,1,0,1,1,1,31,SURREY                                                                                              ,
3081,4396552,1,0,3,5/13/2020,598343.2536,1,0,,0,1,1708.962918,1,1,0,54,SURREY                                                                                              ,
3082,4399679,1,0,3,5/12/2020,7632.87,2,1,,0,1,1543.087617,0,1,1,50,NORTH VANCOUVER                                                                                     ,
3083,4399961,0,0,3,5/12/2020,466638.1965,1,0,,0,0,0,1,1,0,45,VICTORIA                                                                                            ,
3084,4402698,0,0,3,2/4/2021,17859.89,1,0,,0,0,0,0,1,0,91,BURNABY                                                                                             ,
3085,4403908,0,1,3,7/11/2020,29925.09,1,0,,0,1,0,0,1,0,62,VANCOUVER                                                                                           ,
3086,4405265,0,0,3,12/1/2020,553167.92,4,1,214466.246,0,1,173.9414361,0,1,1,50,VICTORIA                                                                                            ,
3087,4406765,0,0,3,4/9/2020,667.97,2,1,,0,1,1145.41031,0,1,11,69,GALIANO ISLAND                                                                                      ,
3088,4406838,0,1,3,8/31/2020,8320.76,1,1,,0,1,0,0,1,48,61,BURNABY                                                                                             ,
3089,4408103,1,0,3,4/24/2020,522854.75,2,0,,1,1,0,0,1,0,51,BURNABY                                                                                             ,
3090,4408536,0,0,3,9/17/2020,0,1,1,,0,1,0,0,1,0,60,RICHMOND                                                                                            ,
3091,4409023,1,0,3,4/22/2020,450715.8896,1,1,,0,1,167.3104684,1,1,2,68,VANCOUVER                                                                                           ,
3092,4410228,0,0,3,12/8/2020,141.77,1,0,,0,1,2246.856347,0,1,2,53,BURNABY                                                                                             ,
